Celsius,Fahrenheit,Humidity
16.1111,60.99998,82.99939665
16.1111,60.99998,82.99939665
15.55557,60.000026,82.99290788
15.55557,60.000026,83.99471778
15.55557,60.000026,83.99471778
15.55557,60.000026,83.99471778
15.55557,60.000026,84.97662593
15.55557,60.000026,84.97662593
15.55557,60.000026,84.97662593
15.55557,60.000026,84.97662593
15.55557,60.000026,84.97662593
15.55557,60.000026,83.99471778
15,59,83.99270288
15,59,83.99270288
15,59,83.99270288
15,59,83.99270288
15,59,82.98644658
15,59,82.98644658
15,59,82.98644658
15,59,82.98644658
15,59,82.98644658
15,59,81.99087846
15,59,81.99087846
15,59,81.99087846
15,59,81.99087846
15,59,81.99087846
15,59,81.99087846
15,59,81.99087846
15,59,80.97608338
15,59,80.97608338
15,59,80.97608338
15,59,80.97608338
15,59,80.97608338
15,59,80.97608338
15,59,80.97608338
14.44445,58.00001,80.99124599
14.44445,58.00001,80.99124599
14.44445,58.00001,79.98311036
14.44445,58.00001,79.98311036
14.44445,58.00001,79.98311036
14.44445,58.00001,79.98311036
14.44445,58.00001,79.98311036
15,59,80.00186171
15,59,80.00186171
15,59,80.00186171
15,59,78.97979274
15,59,78.97979274
15,59,78.97979274
15,59,77.99803534
15,59,76.99857741
15.55557,60.000026,76.97241681
15.55557,60.000026,75.98886018
16.66668,62.000024,71.9700772
17.77776,63.999968,67.9783879
17.77776,63.999968,66.98828605
18.33334,65.000012,66.98111356
18.33334,65.000012,64.97555124
18.88888,65.999984,63.96337679
18.88888,65.999984,62.96339366
20,68,61.95984561
20,68,58.9765012
20.55557,69.000026,57.9759611
20.55557,69.000026,56.96565056
21.1111,69.99998,55.9665603
21.1111,69.99998,54.97096303
21.66668,71.000024,53.9553786
21.66668,71.000024,51.95468127
22.77776,72.999968,50.96426118
22.77776,72.999968,49.96698464
23.33334,74.000012,48.95645253
23.88888,74.999984,47.9547541
24.44445,76.00001,46.94479659
24.44445,76.00001,43.95017439
25,77,43.95881025
26.1111,78.99998,40.94187723
26.1111,78.99998,41.94261147
25.55557,78.000026,42.9517643
25.55557,78.000026,43.95160382
26.1111,78.99998,43.94485166
25.55557,78.000026,44.93918203
25,77,47.94020036
25,77,46.94178312
24.44445,76.00001,47.94730517
25,77,47.94020036
25,77,46.94178312
25,77,46.94178312
25,77,46.94178312
25,77,45.94502869
25,77,47.94020036
25,77,46.94178312
25,77,46.94178312
25,77,46.94178312
24.44445,76.00001,46.94479659
24.44445,76.00001,46.94479659
24.44445,76.00001,46.94479659
24.44445,76.00001,46.94479659
24.44445,76.00001,46.94479659
24.44445,76.00001,46.94479659
24.44445,76.00001,46.94479659
23.88888,74.999984,48.9624263
23.88888,74.999984,49.95244018
23.33334,74.000012,51.95379529
22.77776,72.999968,52.95391126
22.22222,71.999996,54.95119841
22.22222,71.999996,55.95860267
21.1111,69.99998,57.96319437
21.1111,69.99998,58.96335186
20.55557,69.000026,59.9565272
20,68,59.97845049
20,68,61.95984561
19.44445,67.00001,61.96832415
18.88888,65.999984,63.96337679
18.88888,65.999984,64.97715373
18.33334,65.000012,65.98366679
17.77776,63.999968,67.9783879
17.77776,63.999968,68.98122366
17.22222,62.999996,69.99196731
17.22222,62.999996,70.97329983
16.66668,62.000024,71.9700772
16.66668,62.000024,72.98003062
16.66668,62.000024,73.97540864
16.1111,60.99998,74.97203365
16.1111,60.99998,75.9955131
16.1111,60.99998,76.97517918
16.1111,60.99998,76.97517918
15.55557,60.000026,77.99594183
15.55557,60.000026,77.99594183
15.55557,60.000026,78.97365605
15.55557,60.000026,78.97365605
15,59,78.97979274
15,59,78.97979274
15,59,80.00186171
15,59,80.00186171
15,59,80.00186171
14.44445,58.00001,79.98311036
14.44445,58.00001,79.98311036
15,59,80.00186171
15,59,80.97608338
15,59,80.97608338
15.55557,60.000026,80.99084272
15.55557,60.000026,80.99084272
15.55557,60.000026,82.00131229
15.55557,60.000026,82.00131229
15.55557,60.000026,82.00131229
15.55557,60.000026,82.00131229
15.55557,60.000026,82.99290788
15.55557,60.000026,82.99290788
15.55557,60.000026,82.99290788
15.55557,60.000026,82.00131229
15.55557,60.000026,82.00131229
15.55557,60.000026,82.00131229
15.55557,60.000026,82.00131229
15.55557,60.000026,82.00131229
15.55557,60.000026,80.99084272
15.55557,60.000026,80.99084272
15.55557,60.000026,80.99084272
15.55557,60.000026,80.99084272
15.55557,60.000026,79.99114592
15.55557,60.000026,80.99084272
15.55557,60.000026,79.99114592
15.55557,60.000026,80.99084272
15.55557,60.000026,79.99114592
15.55557,60.000026,80.99084272
15.55557,60.000026,80.99084272
15,59,80.00186171
15,59,80.00186171
15,59,80.00186171
15,59,80.00186171
15,59,80.00186171
15,59,78.97979274
15,59,80.00186171
15,59,80.00186171
15,59,80.00186171
15,59,78.97979274
15,59,78.97979274
15,59,78.97979274
15,59,78.97979274
15,59,80.00186171
15,59,80.00186171
15,59,80.00186171
15,59,78.97979274
15,59,78.97979274
15,59,78.97979274
15,59,78.97979274
15,59,78.97979274
15,59,78.97979274
15,59,78.97979274
15,59,78.97979274
15,59,77.99803534
15,59,77.99803534
15.55557,60.000026,77.99594183
15.55557,60.000026,77.99594183
15.55557,60.000026,77.99594183
15.55557,60.000026,77.99594183
16.1111,60.99998,76.97517918
16.1111,60.99998,76.97517918
16.1111,60.99998,76.97517918
16.66668,62.000024,75.97442348
16.66668,62.000024,74.98272665
17.22222,62.999996,73.990705
17.22222,62.999996,73.990705
17.22222,62.999996,72.97258683
17.77776,63.999968,70.97458287
18.33334,65.000012,68.96557878
19.44445,67.00001,66.96781663
19.44445,67.00001,65.97884081
20,68,64.9574099
20,68,63.97532781
20.55557,69.000026,62.97071994
21.1111,69.99998,61.96607614
21.1111,69.99998,59.95697277
21.66668,71.000024,59.95761043
22.22222,71.999996,58.95159575
22.77776,72.999968,56.9541653
22.77776,72.999968,54.95177376
23.88888,74.999984,53.9545853
23.88888,74.999984,51.94781982
24.44445,76.00001,51.94204758
24.44445,76.00001,50.95819921
24.44445,76.00001,50.95819921
24.44445,76.00001,48.95073862
25.55557,78.000026,46.93902791
26.1111,78.99998,45.94782828
26.1111,78.99998,45.94782828
26.1111,78.99998,46.9367553
26.1111,78.99998,44.94465027
26.1111,78.99998,44.94465027
26.1111,78.99998,43.94485166
26.1111,78.99998,44.94465027
26.1111,78.99998,46.9367553
26.1111,78.99998,45.94782828
25.55557,78.000026,46.93902791
26.1111,78.99998,45.94782828
26.66668,80.000024,44.93402958
27.22222,80.999996,42.94433705
27.22222,80.999996,39.93669828
26.66668,80.000024,43.93831539
25.55557,78.000026,46.93902791
25.55557,78.000026,46.93902791
26.1111,78.99998,45.94782828
26.1111,78.99998,45.94782828
26.1111,78.99998,45.94782828
25.55557,78.000026,46.93902791
25,77,48.93955562
23.88888,74.999984,52.95238201
23.33334,74.000012,52.96252594
23.33334,74.000012,53.9495014
22.77776,72.999968,55.9551329
22.22222,71.999996,55.95860267
22.22222,71.999996,57.95964615
21.66668,71.000024,58.96794955
21.1111,69.99998,59.95697277
20.55557,69.000026,61.97400418
20,68,63.97532781
19.44445,67.00001,64.97899411
19.44445,67.00001,65.97884081
18.88888,65.999984,67.98072116
18.33334,65.000012,68.96557878
18.33334,65.000012,70.97579988
17.77776,63.999968,71.99017725
17.77776,63.999968,72.96531506
17.22222,62.999996,73.990705
17.22222,62.999996,75.9815551
17.22222,62.999996,76.98063362
16.66668,62.000024,76.97765366
16.66668,62.000024,76.97765366
16.66668,62.000024,77.99263382
16.66668,62.000024,77.99263382
16.1111,60.99998,78.99654951
16.1111,60.99998,78.99654951
16.1111,60.99998,79.98088788
16.1111,60.99998,79.98088788
16.1111,60.99998,79.98088788
15.55557,60.000026,79.99114592
15.55557,60.000026,80.99084272
15.55557,60.000026,80.99084272
15.55557,60.000026,80.99084272
15.55557,60.000026,80.99084272
15.55557,60.000026,80.99084272
15.55557,60.000026,80.99084272
15.55557,60.000026,80.99084272
15.55557,60.000026,80.99084272
15.55557,60.000026,80.99084272
15.55557,60.000026,79.99114592
16.1111,60.99998,79.98088788
16.1111,60.99998,79.98088788
16.1111,60.99998,79.98088788
16.1111,60.99998,79.98088788
16.1111,60.99998,79.98088788
15.55557,60.000026,79.99114592
15.55557,60.000026,79.99114592
15.55557,60.000026,79.99114592
15.55557,60.000026,79.99114592
15.55557,60.000026,79.99114592
15.55557,60.000026,79.99114592
15.55557,60.000026,79.99114592
15.55557,60.000026,79.99114592
15.55557,60.000026,79.99114592
15,59,80.97608338
15,59,80.97608338
15,59,80.97608338
15,59,80.97608338
15,59,81.99087846
15,59,81.99087846
15,59,81.99087846
14.44445,58.00001,81.98029199
14.44445,58.00001,81.98029199
14.44445,58.00001,81.98029199
14.44445,58.00001,81.98029199
14.44445,58.00001,81.98029199
14.44445,58.00001,82.98018501
14.44445,58.00001,82.98018501
13.88888,56.999984,83.00457111
13.88888,56.999984,83.00457111
13.88888,56.999984,83.98875208
13.88888,56.999984,83.98875208
13.88888,56.999984,83.98875208
13.88888,56.999984,83.98875208
13.88888,56.999984,83.98875208
13.88888,56.999984,83.98875208
13.88888,56.999984,83.98875208
13.88888,56.999984,84.98309018
13.88888,56.999984,84.98309018
13.88888,56.999984,84.98309018
13.88888,56.999984,84.98309018
13.88888,56.999984,84.98309018
13.88888,56.999984,85.98801438
13.88888,56.999984,85.98801438
13.88888,56.999984,85.98801438
13.88888,56.999984,85.98801438
13.88888,56.999984,85.98801438
13.88888,56.999984,85.98801438
14.44445,58.00001,85.98120704
14.44445,58.00001,85.98120704
14.44445,58.00001,85.98120704
15,59,85.97491336
15,59,84.97863456
15,59,84.97863456
15.55557,60.000026,84.97662593
15,59,83.99270288
15.55557,60.000026,83.99471778
16.1111,60.99998,82.99939665
16.1111,60.99998,81.9822349
16.66668,62.000024,79.97078129
17.22222,62.999996,77.99125949
17.22222,62.999996,76.98063362
17.77776,63.999968,73.97906546
18.33334,65.000012,73.96753679
18.33334,65.000012,71.98710954
18.88888,65.999984,69.98280873
18.88888,65.999984,68.97536972
19.44445,67.00001,67.96986428
20,68,66.96173129
20,68,65.97670729
20.55557,69.000026,64.9598006
21.1111,69.99998,62.9586224
21.1111,69.99998,62.9586224
21.66668,71.000024,60.96178248
22.22222,71.999996,58.95159575
22.22222,71.999996,57.95964615
22.77776,72.999968,56.9541653
23.33334,74.000012,55.95190143
23.33334,74.000012,53.9495014
23.88888,74.999984,53.9545853
23.88888,74.999984,51.94781982
24.44445,76.00001,50.95819921
24.44445,76.00001,50.95819921
25,77,48.93955562
25.55557,78.000026,47.95076617
25.55557,78.000026,46.93902791
25.55557,78.000026,46.93902791
25,77,46.94178312
25,77,46.94178312
25.55557,78.000026,45.94621866
25,77,46.94178312
25,77,46.94178312
25.55557,78.000026,45.94621866
25.55557,78.000026,44.93918203
25.55557,78.000026,44.93918203
25,77,45.94502869
25,77,45.94502869
25,77,46.94178312
25,77,46.94178312
24.44445,76.00001,48.95073862
24.44445,76.00001,47.94730517
24.44445,76.00001,48.95073862
23.88888,74.999984,48.9624263
23.88888,74.999984,48.9624263
23.33334,74.000012,50.96188616
22.77776,72.999968,52.95391126
22.22222,71.999996,54.95119841
22.22222,71.999996,54.95119841
22.22222,71.999996,54.95119841
21.66668,71.000024,55.96237703
21.1111,69.99998,57.96319437
20.55557,69.000026,58.95891935
20,68,61.95984561
19.44445,67.00001,62.97319361
18.88888,65.999984,64.97715373
18.88888,65.999984,65.98109857
18.33334,65.000012,67.96694493
17.77776,63.999968,68.98122366
17.77776,63.999968,69.97167414
17.22222,62.999996,70.97329983
17.22222,62.999996,71.99311063
16.66668,62.000024,72.98003062
16.66668,62.000024,73.97540864
16.66668,62.000024,74.98272665
16.66668,62.000024,74.98272665
16.1111,60.99998,74.97203365
16.1111,60.99998,75.9955131
16.1111,60.99998,75.9955131
16.1111,60.99998,75.9955131
15.55557,60.000026,75.98886018
15.55557,60.000026,75.98886018
15.55557,60.000026,76.97241681
15,59,76.99857741
15,59,76.99857741
15,59,76.99857741
15,59,77.99803534
15,59,77.99803534
15,59,77.99803534
15,59,77.99803534
15,59,77.99803534
15,59,77.99803534
15,59,77.99803534
15,59,77.99803534
14.44445,58.00001,78.000068
14.44445,58.00001,78.000068
14.44445,58.00001,78.000068
14.44445,58.00001,78.000068
14.44445,58.00001,78.98620869
14.44445,58.00001,78.000068
14.44445,58.00001,78.000068
14.44445,58.00001,78.000068
14.44445,58.00001,78.98620869
13.88888,56.999984,78.99295425
13.88888,56.999984,78.99295425
13.88888,56.999984,79.99421206
13.88888,56.999984,79.99421206
13.88888,56.999984,79.99421206
13.88888,56.999984,79.99421206
13.88888,56.999984,79.99421206
13.88888,56.999984,81.00680374
13.33334,56.000012,80.00541938
13.33334,56.000012,80.99229091
13.33334,56.000012,80.00541938
13.33334,56.000012,80.00541938
12.77776,54.999968,79.98709606
12.77776,54.999968,79.98709606
12.77776,54.999968,79.98709606
12.77776,54.999968,79.98709606
12.77776,54.999968,81.00835825
12.77776,54.999968,81.00835825
12.77776,54.999968,79.98709606
12.77776,54.999968,81.00835825
12.77776,54.999968,79.98709606
12.77776,54.999968,79.98709606
12.22222,53.999996,79.99870223
12.22222,53.999996,80.99420981
12.22222,53.999996,80.99420981
12.77776,54.999968,81.97987962
12.77776,54.999968,81.97987962
12.77776,54.999968,81.97987962
12.77776,54.999968,82.99264838
12.77776,54.999968,82.99264838
12.22222,53.999996,82.98688598
12.22222,53.999996,82.98688598
12.77776,54.999968,83.98522425
12.77776,54.999968,83.98522425
12.22222,53.999996,83.98364596
12.22222,53.999996,83.98364596
12.22222,53.999996,84.99083706
12.22222,53.999996,84.99083706
12.22222,53.999996,84.99083706
12.77776,54.999968,84.98830983
12.77776,54.999968,86.00182916
12.77776,54.999968,86.00182916
13.33334,56.000012,85.99460526
13.88888,56.999984,85.98801438
13.88888,56.999984,85.98801438
14.44445,58.00001,85.98120704
14.44445,58.00001,85.98120704
14.44445,58.00001,84.98079014
15,59,84.97863456
15,59,83.99270288
15.55557,60.000026,83.99471778
15.55557,60.000026,82.99290788
15.55557,60.000026,82.99290788
16.66668,62.000024,80.99090397
16.66668,62.000024,78.99052416
17.22222,62.999996,77.99125949
17.22222,62.999996,76.98063362
17.77776,63.999968,73.97906546
18.88888,65.999984,71.98450268
18.88888,65.999984,70.97735236
18.88888,65.999984,68.97536972
19.44445,67.00001,67.96986428
20,68,65.97670729
20.55557,69.000026,64.9598006
21.1111,69.99998,61.96607614
21.66668,71.000024,60.96178248
22.22222,71.999996,57.95964615
22.77776,72.999968,55.9551329
23.33334,74.000012,53.9495014
23.88888,74.999984,52.95238201
23.88888,74.999984,51.94781982
24.44445,76.00001,49.95470619
25,77,48.93955562
25,77,46.94178312
25.55557,78.000026,44.93918203
25.55557,78.000026,41.95672293
26.1111,78.99998,40.94187723
26.1111,78.99998,39.9475979
26.1111,78.99998,40.94187723
26.66668,80.000024,40.94710146
27.22222,80.999996,40.93780348
27.22222,80.999996,39.93669828
27.22222,80.999996,39.93669828
27.22222,80.999996,41.94577472
26.66668,80.000024,43.93831539
26.1111,78.99998,44.94465027
26.1111,78.99998,44.94465027
26.1111,78.99998,44.94465027
26.66668,80.000024,44.93402958
26.1111,78.99998,45.94782828
26.1111,78.99998,45.94782828
26.1111,78.99998,45.94782828
25.55557,78.000026,47.95076617
25,77,49.93930437
24.44445,76.00001,49.95470619
24.44445,76.00001,50.95819921
